Name,Description,Website
Well,"a project to allow individual data privacy, payments for service, and smart contracts to facilitate cross-border charitable assistance without a central authority. They will be leveraging WELL tokens to help facilitate cross-border payments, increase the accessibility of healthcare data, and reduce risk within the industry",https://www.wellsfargo.com/
Homeward,"an identity management system and intelligent resettlement platform developped by ""Emerge"", easing the future of migration by accelerating the future of work",http://emergedev.co/emerge1/homeward.html
Thesus,"an end-to-end solution to waste along food supply chains, developped by ""Emerge"". (Project seems inactive or has been aborted)",https://www.emergedev.co/the
Trusted Voices,"a solution developped by ""Emerge"" empowering, amplifying and protecting story tellers while providing an immutable chain of custody for the source material used in today's news",http://emergedev.co/emerge1/trusted-voices.html
Pharmeum,"the first blockchain and AI solution to enable access to affordable healthcare globally. With a working product adopted in the UK, a live Blockchain MVP, and numerous awards, Pharmeum is delivering real results and traction to change the world",https://www.pharmeum.com/
Creativitysafe,a blockchain platform that allows creative people to protect their ideas and IP,https://creativitysafe.com/
Project Crowd,"the next generation decentralized recruitment platform for freelancers and external workforce. By combining the advantages of AI and Blockchain, Project Crowd provides a trusted environment an ddelivers results beyond todays user experience",https://www.projectcrowd.io
UNİMPEDED COİN UPC,a project collecting tokens to build sport infrastructure for disabled people. (Project seems inactive or has been aborted),http://eng.unimpededcoin.com/
PharmaTrace,"a healthcare ecosystem built on blockchain. Leveraging AI & machine learning to connect complex data and create true digital transformation, we help pharmaceuticals and healthcare entities adopt blockchain to secure data, deploy smart contractd and DAPPS which enhance patient business data analytics and transform the supply chain environment",https://www.pharmatrace.io
Twiga Foods,a business-to-business logistics platform for kiosks and food stalls in Africa,https://twiga.ke/
Earth Ledger,"a platform to grow a decentralized autonomous community to identify, verify, activate & deploy global solutions to create positive social and environmental impact",https://earthledger.one/
MindMeet,"a social platform that allows users to fundraise for their favorite charitable cause by sharing their expertise. The project website announced in 2021 that their will be ""relaunching soon""",https://www.mindmeet.us/
Choco4Peace,a project transforming Colombia’s peasant farmers into cacao entrepreneurs through the power of blockchain technology,https://choco4peace.org/
Native,"a network of independent tribes backed by a liquid reserve, enabling communities to generate their own tokens, raise capital and organize local economies",https://nativeproject.one/
Involve Mint,a digital network that pays for normally unpaid social and environmental work even when money is not available.,https://www.involvemint.io/
Farmlyledger.com,a new platform for open traceability and food miles,https://farmlyledger.com/
Colu Local Network,a network of community currencies - creating a decentralized monetary system,https://web.colu.com/
Neco,"a sustainable global currency, regulated by collective intelligence. Our vision is to collectively develop a fair financial system that serves the common good",http://neco.finance/
Zlto,"a project on a mission to reduce SA's youth unemployment rate. Zlto's app tracks and incentivises positive behaviour. It enables young people to rack up work experience through community work, recorded in a transparent and verifiable way",https://zlto.co/
City Chain (Liberstadt ),"a secure and innovative cryptocurrency based on City Chain, a smart city platform that enables the design, implementation and use of next-generation services for smart cities and their inhabitants",https://www.liberstad.com/about-city-coin.html
Digiland,"an impact driven e-governance company based in Bangladesh. We digitize land titles and develop a blockchain based app to provide a transparent, secure and convenient way to prove land title authenticity",https://www.digilandgroup.com/
Ribbon blockchain,"a decentralized and autonomous Public Health ecosystem platform for incentivizing Adherence, Behavior Change, quality point of care delivery and enforcing sovereign personal health data ownership and first rights of beneficiation to patients in the Data Economy",https://www.ribbonblockchain.com/
CircularTree (carbonblock),a startup providing solutions for supply chains to become more responsible and sustainable,https://www.circulartree.com/
Hive online,"a platform that unlocks access to affordable credit, insurance and savings for communities in the informal economy",https://www.hivenetwork.online/
Oceanplastik,an eco startup to clean up and recycle (ocean) plastic waste,https://oceanplastik.com
wrfcoin,crowd sourced environmental monitoring and weather forecasting incentivized by a new proof of publishing consensus mechanism,https://wrfcoin.com
Define,a solution empowering rural and local communities beyond financial inclusion,https://www.definedge.com/
IKU,nan,https://www.iku.edu.tr/index.php
WhatRocks,"a blockchain reword system which gives you Rocks tokens when you are exposed to advertising, so that you can spend them in donations",https://www.whatrocks.co/fr/accueil
Cripto Conserje,"a project with the goal to help Cúcuta, Colombia become the first city in the world to reach 50% crypto adoption, working among in the area of refugee crisis",https://criptoconserje.com/
Connecting Food,"a blockchain-based platform designed to protect and build brand equity, creating value through total transparency toward consumers",https://connecting-food.com/
GrainChain,a platform that creates a secure digital record of commodity data and transactions for the sale and purchase of grain and other commodities,https://www.grainchain.io/
FoodNation,"an open-source protocol/platform, with lower costs, so that more restaurants can go online. (Project seems inactive or has been aborted)",https://www.foodnation.io/
Ubitquity,"a platform that allows citizens to securely track real estate, land, and other property on a blockchain ecosystem called unanimity",https://www.ubitquity.io/
Energitoken,a solution which incentivizes consumers to adopt energy-saving and “‘green” behaviors — such as switching to low-carbon transport or purchasing energy-efficient electric appliances — from its various partners to be rewarded with ETK,https://energitoken.com
Enzed Share,a community model enabling the public to participate in deploying a responsible waste plastic management system by Syngas NZ Limited. (Project seems inactive or has been aborted),http://www.enzedshare.io/
Crayonic,a technology for people and things to keep their digital identities secure and easy to use — be it in decentralized IOT networks or in personal high-value transactions,https://www.crayonic.com/
Credly,"a leading digital credential service provider, helping the world recognize lifelong achievement with the most popular platforms for verifying, sharing, and managing digital credentials and badges",https://info.credly.com/
The Exponent project,a crypto-economic incentive structure for tracking refugees separated from their families.,https://github.com/theexponentproject/
Identifying.me,a blockchain-based identity service project,http://ww1.identifying.me
Spring Labs,"a decentralized network for identity and credit to serve as the foundation for a more transparent, secure, and efficient delivery of financial services. The Spring network will allow users to view all attestations about their credit and identities for free and will enable functionality for open alerts and notifications",https://www.springlabs.com/
unCHAINed DIRAS,"a project that  builds identities for refugees and displaced persons, allowing them to access humanitarian aid resources more quickly and easily",https://www.unchained.id/
Airfox,"a startup developing inclusive financial services for emerging markets, creating an entirely new financial services model that serves the underbanked with reliable, egalitarian, and democratic access to capital and financial services",https://airfox.com/
Free & Fair,an open-source election services and systems with the aim of ushering in a new era of provably secure elections,https://freeandfair.us/
Smartmatic,a startup that has designed and implemented secure voting technologies for election commissions designed to safeguard the voting process from start to finish,https://www.smartmatic.com/us/
Value Instrument,a platform using distributed ledger technology and smart contracts to create dedicated tokens that can be designed and distributed by communities,http://valueinstrument.org/
BloodChain,an application that tracks blood donations with blockchain technology. (Project seems inactive or has been aborted),http://www.bloodchain.io/
Cajutel,"aims to build the most cost-effective broadband access network and to provide state-of-the-art communications for its customers, thus creating a big boost to the education and economy. It makes it affordable for the general public in West Africa to get access to the internet",https://cajutel.io/
doGood,"a framework by which the enormous problems facing the world can be defined, dissected, prioritized, and staffed against by anyone. It provides an automated governance system that gives investors greater control over the allocation of funds and in doing so enables projects to raise more money from more people",https://dogood.io/
Coinsense,a Decentral Collaboration & Value Exchange Platform,https://coinsense.com
Lucidity,"a digital advertising blockchain protocol bringing transparency and
trust to digital advertising. The company uses blockchain technology for digital
advertisers and publishers to mitigate fraud, transact with trust, and maximize ROI",https://golucidity.com/
Procivis,"a startup providing government-trusted digital identity solutions built around the
safeguarding and self-sovereignty of personal data",https://procivis.ch/
Kara,a decentralized health data cloud which puts patients' privacy first,https://kara.cloud/#/
Emmi,"a private sector, member-led decentralised carbon management platform, where members transparently set their own emission reduction targets then validate their actions in real time across the open, scalable and trusted framework",https://www.emmiol.com
iBUILD,nan,https://www.ibuild.global/
Cirplus,nan,https://www.cirplus.com/en
Blockchain My Art,"a fair & transparent payment service, a communication tool and a cash register solution in one unique app.  
Blockchain My Art is a strong trust label",https://www.blockchainmyart.org
Coblo,an open initiative and decentralized blockchain network tailored to the specific needs of the digital media content ecosystem,https://content-blockchain.org/
Commonshood,"a blockchain based Wallet app that aims to provide the general public with a tool not only to distribute cryptographical tokens, but also to create new kinds of tokens for their own purposes",https://www.commonshood.eu/
Gmerits,a General merits system to run wide scale experiments with alternative economic structures,https://gmerits.eu/
Minexx,a solution to create a digital marketplace that enables trade and compliance in mineral supply chains,https://minexx.co
Originalmy,"a company founded in 2015 with the aim of making the world less bureaucratic. We use blockchain technology within our platform to provide services such as identity validation, electronic signatures and digital document certification. ",https://originalmy.com
Common Good Chain,Impact reporting co-created along with all the agents taking part in the impact sector:  an ecosystem where NGOs and social entities are able to show the heart of their work to achieve citizen's empathy and accomplish their mission,https://comgo.io
Vidchain,a decentralized self-rule identity (SSI) service based on Blockchain to provide people control over their identity and facilitate secure user access to online services,https://www.validatedid.com/vidchain
Wordproof,nan,https://wordproof.com
Blockchain Helix,"a German Blockchain technology startup. Innovation, creativity & sustainability is at the heart of everything it does. It offers a Digital Identity solution for individuals and corporates, called helix id",https://blockchain-helix.com
"UBIC, Universal Basic Income Cryptocurrency",a blockchain -based platform that distributes crypto currency under the form of a universal basic income,https://ubic.app/
sharehope,"a platform, that enables donors in order to donate 100% to the recipients by using the blockchain technology to decrease the fees",https://www.sharehope.com/
Evercity,"a digital platform for impact measurement, management and investment that enables impact investors to increase transparency and liquidity of their investments by integrating 4.0 tech (blockchain, AI, IoT and drones)",https://www.evercity.io
Charity Wall,"an easy-to-integrate solution that helps nonprofits gain exposure, attract new donors and stand out with a unique value proposition","https://www.charitywall.org
"
ALLIANCE,a data-driven plug-and-play crop insurance product that automatically detects drought on the field and issues a payout through smart contracts,https://alliance.cropt.ag/
Stacks / Hiro,a new internet for decentralized apps where users own their data. A browser is all that’s needed to get started,https://www.stacks.co/
TruBudget,a collaborative workflow tool and secured platform to track and coordinate the implementation of donor-funded investment projects,https://openkfw.github.io/trubudget-website/
Empower,"a global solution to the plastic waste problem by giving plastic a value, by matching those who want to sponsor clean-ups with anyone willing to do it",https://empower.eco
Ventureo,"a platform that provides visibility, services, advice and means of action",http://ventureo.solutions/
Geon Network,"a Blockchain, location based app which rewards people for visiting places. People are engaged in location and receive Geon Coin in the process",https://www.geon.network/
TerraGreen,"an ecosystem, where renewable energies are tokenized and can be used by the community in exchange for fiat currency or payment for energy consumed",https://terragreen.io/
180.works,"a project using Stellar Blockchain to manage world-wide donations and project payments scalable to millions of people in need of work and assistance, resulting in completed transactions for a fraction of traditional transactions costs in just a matter of seconds",https://180.works/
SaraFarm,a farming data market place based on the blockchain and token economy. (Project seems inactive or has been aborted),https://farmingfriends.com
BiFrost,a collaborative effort between member organizations to affect positive change in the evolution of cash transfer programming by using cryptocurrency and blockchain technology. (Project seems inactive or has been aborted),https://www.projectbifrost.com
Tripitaka,an initiative to preserve the books of the Tripiṭaka,https://dhammaedicts-block.com/
Diem (ex Libra),a simple global currency and financial infrastructure that can empower billions of people,https://www.diem.com/en-us/
Audacity,(Project seems inactive or has been aborted),https://www.audacity.id/
TEO: The Energy Origin,a spin-off from Engie. TEO is a blockchain-based solution to help you track the origin of your energy supply and energy product,https://theenergyorigin.com/
Blockcharity,nan,https://blockcharity-app.herokuapp.com/
PlataformaVerde,a sustainable production chain and reverse logistics platform,https://plataformaverde.com.mx/
EduCTX,a solution for student's certificate management and verification,https://eductx.org/
dGE - Diggi,a blockchain-based euro voucher system to help citizens to help their local SME,https://diggi.jetzt/
Crypto UBI,an Index and Best Practices for Universal Basic Income projects using Blockchain Technology,http://cryptoubi.org
ZeroNet,"creates open, free and uncensorable websites, using Bitcoin cryptography and BitTorrent network",https://zeronet.io/
RECICLOS,a digital and smart solution (smartcontracts based) to encourage the good recycling practises of bottles and cans,http://www.app.reciclos.cat/
PPPHealth4All,a multi-stakeholder digital plaform to facilitate sustainable and people-centered public -private partnerships for global health,https://ppphealth4all.de
SupPortEr,(Project seems inactive or has been aborted),https://supporterinc.io
Projects For Future,nan,https://projectsforfuture.com/
Treejer,a decentralized reforestation protocol connecting global tree funders to rural planters in less developed countries in a unique way that benefits all contributing individuals,https://www.treejer.com
EBSI,"a network of distributed nodes across Europe that will deliver cross-border public services. Blockchain technology will ultimately enhance the way citizens, governments and businesses interact",https://ec.europa.eu/digital-building-blocks/sites/display/EBSI/Home
Intelligent Water Services,nan,https://intelligentwaterservices.com/
Genuine Way,a community of sustainable brand and aware customers,https://genuineway.io/
Medici Land,"a project to help individuals secure property rights and governments manage land titling, administration and revenue generation",https://mediciland.com/
Retreeb,a distributed payment solution that shares one third of its network fees to funding social and solidarity projects,https://retreeb.io/index.html
BitClout,a new social network paridigm not based on Ads,https://bitclout.com/
Origins - Nem Blockchain,a platfom that makes it easier for consumers to understand the journey behind the products they purchase of textiles. (Project seems inactive or has been aborted),https://www.originsonnem.com/
Raise,a start-up simplifying the process of raising capital in Africa. Build and launch a private deal room to your investors,https://www.raise.africa/
Venezvit,a real-time visualization solution to monitors project execution & validates positive impact,https://venezvit.com/
Kleros,a decentralized arbitration service for the disputes of the new economy,https://kleros.io/
Meditect,"a project allowing patients and health professionals to scan their box of 
 medicine to verify its authenticity and benefit from several information
 such as posology in different languages",https://www.meditect.com/en
"Peer Ledger -
 Mimosi Blockchain Application","a platform to give companies a trusted, immutable record of transactions, documents, and metrics across their entire supply chain to support responsible supply chain management and due diligence",https://peerledger.com/
DAOhaus,a no-code platform for launching and running DAOs. It is owned and operated by the community,https://daohaus.club/
IOHK’s Atala PRISM ID in Ethiopia,"a blockchain-based national student and teacher ID and attainment recording system to digitally verify grades, remotely monitor school performance and boost nationwide education and employment",https://africa.cardano.org/
UNICEF Giga,"a global initiative to connect every school to the internet. The project is in 2021 supported by the Ethereum Foundation Next Billion Fellowship project. By helping to provide today’s most important public good to billions of currently unconnected people, the project is envisioning many roles that blockchain can play, from increasing the accountability of service providers and financing connectivity infrastructures, to an access point to the global economy and marketplaces",https://giga.global/
Biodiversity Solution Australia,a pilot project to rewards for protecting biodiversity in Australia,https://www.commbank.com.au/guidance/newsroom/blockchain-biotokens-biodiversity-marketplace-201908.html
ConsenSys & Moldova Blockchain Human Trafficking Project,"aimed at creating the very best and also a secure digital identity that can be found on the blockchain technology, or have a decentralized digital ledger that will be shared on the network for the Moldovian children. With this system, it would be able to link the child’s identity with other family members. It is a system that will ensure the country can stay ahead of the criminals",https://www.reuters.com/article/moldova-blockchain-child-trafficking/moldova-eyes-blockchain-to-end-child-trafficking-idUKL8N1NK55K?edition-redirect=uk
Blockchain-based medical service for digital healthcare - Rwanda,"provide its blockchain-based medical service for digitizing healthcare across the entire patient life-cycle—from in-person interactions with doctors and patient records, to diagnostics",https://cryptoslate.com/stellar-xlm-based-akons-akoin-to-digitize-medical-access-in-rwanda/
Doingud,an NFT marketplace building the future of the creator and giving economy,https://doingud.com/
Emurgo Alko Coffee tracking,"a coffee Supply Chain solution that leverages blockchain technology to provide overall enhanced security, transparency, and efficiency to all stakeholders in the value chain",https://www.emurgo.io/press-news/how-a-coffee-bean-processor-uses-emurgos-blockchain-based-traceability-solution/
FAO farming in Papua New Guina,a livestock-tracking system to help pig farmers expand their markets,http://www.fao.org/in-action/pig-farmers-in-papua-new-guinea/en/
FAO charcoal in Ivory Coast,a traceability system for legally produced charcoal based on blockchain technology,http://www.fao.org/in-action/eu-fao-flegt-programme/en/
Thailand digital identity,a new digital ID system that will give people more control over what data they share,https://www.ndid.co.th/
Blocks for Transport,"a supply chain digitisation initiative launched by WFP to increase the efficiency of the food transport between the Port of Djibouti
 through the Ethiopian supply chain corridor to destination warehouses.
 This initiative aims to deploy a private blockchain between the supply chain
 participants from whom authorisation is needed",https://blogs.ec.europa.eu/eupolicylab/dlt4good-at-un-interagency-innovation-bootcamp/
Arup water exchange,"determine if blockchain technology can adequately address all the shortcomings while still ensuring the 
 necessary policy pieces are fulfilled",https://www.arup.com/projects/water-trading-with-blockchain
MasterChain,a unique ecosystem which allows connecting financial institutions and creating smart contracts in one single environment,https://www.coindesk.com/russian-central-bank-group-prepares-masterchain-ethereum-fork-testing
Ejara,a blockchain-based mobile investment platform uniquely tailored for African markets,https://www.ejara.io/
Wildlife Credits,a project that aims to incentivize wildlife conservation in Namibia,https://wildlifecredits.com/
SwiftDemand,an attempt at basic income. Each user who is signed up for the service receives 100 Swifts each day. No additional Swifts can be created with time or resources. (Project seems inactive or has been aborted),https://www.swiftdemand.com/
CROPT Alliance,a data-driven plug-and-play crop insurance product that automatically detects drought on the field and issues a payout through smart contracts,http://alliance.cropt.ag/
Enerev5 Metals,a project provisionning responsible mineral utilizing an OECD-compliant blockchain certification platform. Formerly called CobaltBlockchain,https://www.cobaltblockchain.net/
Helium,a Peer-to-peer wireless network,https://www.helium.com/roadmap
Tracy & Hugo Boss,"a solution that is not just another proprietary system now on blockchain with similar problems as before mentioned. Pursuing the mission of wider usage through creating an open-source solution, we started engaging actively with organisations like the OECD, the German Partnership for Sustainable Textiles, IAF, BCI, Swiss Textiles and Destination Africa",https://www.globalfashionagenda.com/blockchain-unlocking-the-value-chain-for-better-traceability-2/
Auther,an opensource implementation of Blockcerts certificates,https://auther.org/
eMin,a blockchain application to help protect migrant workers from abuse,https://xtz.news/en/adoption/the-mekong-club-use-tezos-to-create-emin-a-project-to-prevent-contract-substitution-of-migrant-workers/
S3FOOD,"a Smart Sensor System for Food safety, quality control and resource efficiency in the food processing industry",https://s3food.eu/
Arkadia,"an international peer to peer lender working with institutions in 
 emerging markets in order to vett, verify and assess potential borrowers. (Project seems inactive or has been aborted)",http://arkadialending.com
FutureThinkers NFT,an NFT to fund a Smart Village,https://futurethinkers.org/nft/
Genecoin,"a project that samples your DNA, turns it into data, and stores it in Bitcoin",http://genecoin.me/
Cuba & Softel medical data exchange,a collaboration with the company Softel is being analyzed for the handling of medical records and medical information between different institutions,http://www.periodicovictoria.cu/listos-para-la-blockchain-cubana-infografias-y-video-2/
VipiCash,a global network of millions of senders paying for goods and services for their loved ones,https://vipicash.com/
Rossetti and Waves pilot,"a pilot for a blockchain solution by Waves Enterprise to address discrepancies owing to meter reading errors, which result in non-payment of bills",https://www.ledgerinsights.com/russias-state-owned-electric-grid-trials-blockchain/
Bitcliq - Lota Digital,a blockchain-based e-marketplace for seafood trading,https://www.lotadigital.com/
GLI-TEA,a low carbon tea project in Kenya,http://www.fao.org/3/cb4580en/cb4580en.pdf
Dorae Blockchain For Cobalt in Congo,an application of blockchain to the production of Cobalt and Coltan in the DRC to revolutionize the global market for these materials and secure the DRC's position as the dominant - and accountable - global source of these primary ingredients for the digital age,https://www.prnewswire.com/news-releases/dorae-incs-blockchain-for-cobalt-live-in-congo-678173513.html
Retraced,"a transparency solution that enables fashion brands to visualize, verify, and communicate their supply chains, manage their CSR efforts, and gain customer trust",https://www.retraced.com/
TradeLens,"a project together with the German Alliance for Trade Facilitation, Maersk and UNCTAD to prove the possible reduction in time and cost of international maritime trade",https://www.tradelens.com/
OpenCerts,a blockchain-based education credentials,https://www.opencerts.io/
MyHealthMyData,"the first open biomedical information network centred on the connection between organisations and individuals, encouraging hospitals to start making anonymised data available for open research, while prompting citizens to become the ultimate owners and controllers of their health data",http://www.myhealthmydata.eu/
Nyala,an impact traceability platform powered by blockchain,https://nyala.blue/
Foodtrack,"a software solution for food transparency for the following branches: food production, agriculture, retail and certification marks",https://www.foodtrack.software/
Ozalentour / SAS ProduClic,a local complementary currency,https://fr.ozalentour.com/
The Other Bar - UN blockchain chocolate,"a UNDP, AltFinLab and Amsterdam’s FairChain Foundation partnership to develop one of the world’s first blockchain shared-value chocolate",https://www.theother.bar/
SmartCredit,"a decentralized system of crypto-credit money in the world, empowering people to take back control over their own money – without the commercial banks and fees",https://smartcredit.io/
Akshaya Patra - million meals program,"a project with Accenture to apply artificial intelligence, the Internet of Things and blockchain to drive efficiency and timeliness of lunch program in government schools across India",https://newsroom.accenture.com/news/accenture-labs-and-akshaya-patra-use-disruptive-technologies-to-enhance-efficiency-in-mid-day-meal-program-for-school-children.htm
Casky,a project that enable people to earn an appreciative asset/income by driving safely via a reward-based system. (Project seems inactive or has been aborted),https://www.crunchbase.com/organization/casky
Sendittoo,a remittance services to charge airtime,https://senditoo.com/?lang=fr
ClickPesa,a leading business payment platform in emerging markets,https://clickpesa.com/
Bitsoko,a mobile payment platform that uses blockchain technology to bring free merchant and payment services currently in Kenya and the greater sub Saharan africa.,https://bitsoko.wordpress.com/about/
Xend,the world’s first DeFi credit union,https://xend.africa/
Botkeji (by Kaoun),a financial inclusion pipeline for the previously unbanked and underbanked,https://www.kaoun.com/en/
Cellulant,the mart- contracting payment marketplace for Agriculture,https://cellulant.io/
Korapay,a cross-border payment solution to lower the cost of remittance of individual and business payments into and within Africa,https://www.korapay.com/
Smart-Aid (by Datarella),a transparent donation digital platform for development programs,https://smartaid.digital/
New Baraka,a project by the You-Foundation in cooperation with Danish cooperation agency DENWERK to digitalize dedicated funding to various development component of a Slum in Senegal,https://new-baraka.com/
Xago,a cryptocurrency exchange and payment platform,https://xago.io/
Crowdforce,"a start-up helping businesses, Governments and Nonprofits scale to the next billion underserved population",https://crowdforce.io/
Usawa,a project providing savings and investment tools to the unbanked populations of the world. (Project seems inactive or has been aborted),https://www.usawa.io/
ReSource,A project tracing the cobalt from start to finish,https://www.re-source.tech/
Clara Diamond Solutions,"a solution optimizing diamond value through an innovative, timely, and transparent process",https://claradiamonds.ca/
Gübelin Gem Lab,a project using physical and digital trackers to transform the industry by introducing more traceability to the entire gemstone supply chain,https://www.gubelingemlab.com/en/gemlab
RCS Global and the Better Sourcing Program,a software for raw matrial supply chain tracking from mine to market,https://www.rcsglobal.com/blockchain-traceability/
Mintrax,a Joint Venture of Cobalt Blockchain Inc. and DLT Labs Inc. to set up the premier mining and mineral provenance platform specifically to procure minerals in compliance with the Organisation for Economic Co-operation and Development (OECD) due diligence framework,https://mintrax.org/
Impact,"a partnership between the nongovernmental organisation IMPACT and technology company Consensas to implement a blockchain pilot solution for the sustainability of conflictfree, ethical gold mining in the DRC's Ituri province",https://impacttransform.org/
"GemFair
 project",an initiative from De Beers to broaden a pilot project aimed at creating a secure and transparent route to market for artisanally mined diamonds with ethical sourcing,https://gemfair.com/
Blockchain Open Loop Cash Transfer Pilot Project,a blockchain-backed open loop payment solution for humanitarian action,https://preparecenter.org/resource/blockchain-open-loop-cash-transfer-pilot-project/
Innovote,a project bringing democracy to elections thanks to blockchain voting technologies,http://inno.vote/
Digital Citizen Fund,an organisation that pays Afghan women to exercise their rights by writing blog articles – in bitcoin,https://digitalcitizenfund.format.com/
Project Greshm,"a US-dollar-based payment system with a built-in basic income. It’s like PayPal®, but you get free money every day",https://www.greshm.org/
TraceRx,"an innovative new approach to supply chain management applied to humanitarian supply chain. It aims at incorporating IoT, artificial intelligence and RFID technology",https://www.tracerx.us/
Yave Blockchain Platform,an international trading and tracing platform for raw materials supply chains. We are utilizing distributed ledger technology to enhance veracity and efficiency in disparate trade networks. The pilot project is ongoing in the coffee industry for the current harvest cycle,https://www.yave.io/
TextileGenesis,a pioneering traceability platform custom built for the apparel ecosystem,https://textilegenesis.com
TREECYCLE,"a blockchain-based reforestation and timber cultivation programme, to plant and harvest trees",https://treecycle.ch/en/
PlastiCoin,a rewards program that gives value to Plastic waste. Connecting efficiently the generators with recycling chains,http://www.plasticoin.com.uy/
Exalti,"a digital platform through which associations and NGOs but also companies can publish their mutual help requests so the other actors can lend them time and expertise to tackle the subjects. These exchanges are based on a time-based cryptocurrency, called exalto",https://exalti.org/
Allinfra,"a project creating new finance opportunities for off-grid solar home systems (Distributed Renewable Energy
 Certificates)",https://allinfra.com/
Wood Tracking Protocol,"a project using blockchain technology to bring transparency and traceability to the wood industry in South America, and help to save the Amazonia.",https://wtp-project.com/
OpenSurface,a project fostering sustainable land use projects by digitizing tracking of climate action,https://opensurface.io/
Horizen,a solution that digitally certifies official election documents on public blockchains allowing anyone to access them in a tamper proof way,https://www.horizen.io/
De Beers - Diamond Blockchain Initiative,"the blockchain platform originally launched by De Beers, aims one day to track almost every natural diamond from the mine to the retail counter",https://www.debeersgroup.com/media/company-news/2018/de-beers-group-progresses-development-of-first-blockchain
Monerium,"a local organization in Seville, Spain, changing the way we are used to making donations. Wikibank allows local merchants to accept payments via the “voucher” payment system, or an app, which behaves just like the regular digital money we send through our banks but instead, is backed by charitable foundations",https://monerium.com/blog/2020/monerium-and-fuse/
woleet,"a project involving Bitcoin timestamping, seals and eSignature",https://www.woleet.io/
Cerealia,"the first professional online marketplace for international physical agri-trading that enables traders to transact with, so far unavailable, high certainty",https://cerealia.ch/
Lendit,an invaluable asset and information is power… especially when it comes to renting or investing in your next farmland,https://lendit.tokens-economy.com
SIM Powerchain orange juice transparency with Albert Heijn,"a project from Louis Dreyfus Company and partners Albert Heijn, the Dutch supermarket chain, and Refresco, bottler of soft drinks and juices, which have made the supply chain of Albert Heijn’s own brand of ambient orange juice fully transparent, using blockchain technology. The partnership further demonstrates the technology’s immense potential to drive efficiencies and traceability",https://www.aholddelhaize.com/en/news/juicy-details-albert-heijn-uses-blockchain-to-make-orange-juice-production-transparent/
Soufflet and Mondelez wheat traceability pilote,"a project from Soufflet group which developed its traceability platform with Connecting Food, a French foodtech company. Proceeding from upstream to downstream of the sectors, this platform seamlessly promotes the stages of the journey from raw material to end product",https://www.soufflet.com/en/soufflet-launches-its-traceability-platform
7479C,a startup building the future of ethical shopping and letting people trace e-waste with an app,https://7479c.com/
Golandregistry (UN in Afghanistan),"a new digital land registry for urban informal settlements at the Ministry of Urban Development and Land in Afghanistan is set to address access to secure land rights, one of the key causes and results of conflict in the country.
 The land registry solution will be handed to the Afghan Government in December 2020 by the UN Human Settlements Programme (UN-Habitat) the UN Office of Information and Communications Technology (OICT) and the hybrid blockchain platform LTO Network",https://unite.un.org/file/16146
The new fork,"the company that is on the frontier of blockchain technology. The Fork offers blockchain courses in Amsterdam, blockchain in-house trainings and assists companies in the agri-food industry implementing blockchain technology",https://thenewfork.com/
Fairchain,a foundation with a mission is to stimulate and support business models that contribute to a TRULY fair distribution of the wealth across all participants in the value chain. The Foundation’s objective is to limit the need for development aid with sustainable consumption,https://fairchain.org/
Covantis,"a blockchain initiative founded by global agribusiness firms Archer Daniels Midland (ADM), Bunge, Cargill and Louis Dreyfus officially launched under the banner of Covantis",https://www.covantis.io/
HumTum,a blockchain based startup aimed for the agricultural sector,https://humtumdevelop.github.io/
Omnichain,"a solution enabling consumer brands to connect their disparate stakeholders and data sources into one platform, driving real-time visibility, effective cross-functional collaboration, and integrated process automation",https://www.omnichains.com/
Better Cobalt and Responsible Sourcing Blockchain Network (RSBN) program,the proven mineral agnostic assurance and impact program that continuously monitors and supports the improvement of conditions on and around artisanal and small-scale mine (ASM) sites,https://www.rcsglobal.com/bettermining/
Bloinx by BX Smart Labs,a decentralized application that helps people build their own rotating credit and saving associations,https://gitcoin.co/grants/1740/bloinx-by-bx-smart-labs
CedarCoins,a digital asset aiming to support development and humanitarian effort in Lebanon. As a first step the focus will be on reforestation . The value of a CedarCoin is in the functional rewards and social recognition given to those who are helping to reforest Lebanon,https://www.cedarcoin.org/
ShipChain,"a project making transport and logistics more effective, secure and transparent by utilizing blockchain technology. It was founded with the mission of solving the greatest problems facing the logistics industry today. Our solution requires deep technology, but our vision is quite simple. Imagine a fully integrated system across the entire supply chain – from the moment it leaves the factory, to delivering the finished product to the customer’s doorstep – federated in trustless, transparent blockchain contracts",https://www.shipchain.io/
agri-wallet,a financial platform to service the agricultural value chains world-wide,https://agri-wallet.com/
agrotrust,"a field to fork real-time traceability solution. Price Transparency, visibility to Farmer/Customer. Practice and product certifications via Blockchain",https://agrotrust.io/
ShareToken,"the ShareRing ecosystem has developed an open-source blockchain-based platform, standing out with its custom-designed distributed ledger",https://sharering.network/
SparkPoint,a startup focusing on financial inclusion by integrating blockchain technology and promoting financial literacy awareness to reinvent the world of digital payments,https://sparkpoint.io/
Realchain,"a technology utilized to verify the authenticity of select New Balance shoes. With the initial launch of this technology, NB Realchain cards will be included with the purchase of OMN1S Basketball Shoes",https://support.newbalance.com/s/article/What-Is-NB-Realchain
carebit,a non profit blockchain based charity and the only digital charity to have its own blockchain and masternodes infrastructure,https://carebit.org/
Circles of Angels,an open source blockchain social impact funding platform that matches small to medium-sized enterprises to funders across the world,https://www.atixlabs.com/circles-of-angels
